Rank,Tactic,TID,Technique,Percentage,Reporter,Year,Type,"extracted_Source"
6,,"T1047.001","Windows Management Instrumentation: Registry Run Keys / Startup Folder","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
3,Execution,T1047,"Windows Management Instrumentation","8.1","Red Canary",2024,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2024ThreatDetectionReport_RedCanary.pdf?version=0"
3,Execution,T1047,"Windows Management Instrumentation","12.4","Red Canary",2023,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2023_ThreatDetectionReport_RedCanary.pdf"
5,Execution,T1047,"Windows Management Instrumentation","27.27",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
9,Execution,T1047,"Windows Management Instrumentation","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
3,Execution,T1047,"Windows Management Instrumentation","15.4","Red Canary",2022,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf"
116,Execution,T1047,"Windows Management Instrumentation",4,"M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
11,Execution,T1047,"Windows Management Instrumentation","1.43","CTID Sightings",2022,Private,"https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf"
4,Execution,T1047,"Windows Management Instrumentation","21.43",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
70,Execution,T1047,"Windows Management Instrumentation","2.7","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
5,Execution,T1047,"Windows Management Instrumentation","15.38",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
58,Execution,T1047,"Windows Management Instrumentation","1.76","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
5,Execution,T1047,"Windows Management Instrumentation","12.5",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
125,Discovery,T1046,"Network Service Discovery","3.4","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
76,Discovery,T1046,"Network Service Discovery","2.7","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
4,Discovery,T1046,"Network Service Discovery","36.36",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
2,Discovery,T1046,"Network Service Discovery","32.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
161,Discovery,T1046,"Network Service Scanning",2,"M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,Discovery,T1046,"Network Service Scanning","7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
45,Discovery,T1046,"Network Service Scanning","3.08","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
4,Discovery,T1046,"Network Service Scanning","18.75",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
7,,T1043,"Commonly Used Port","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
6,,T1043,"Commonly Used Port","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
121,Exfiltration,T1041,"Exfiltration Over C2 Channel","3.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
110,Exfiltration,T1041,"Exfiltration Over C2 Channel","0.7","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,Exfiltration,T1041,"Exfiltration Over C2 Channel","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
9,Exfiltration,T1041,"Exfiltration Over C2 Channel","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a"
230,Exfiltration,T1041,"Exfiltration Over C2 Channel","0.6","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
5,Exfiltration,T1041,"Exfiltration Over C2 Channel","14.29",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
4,Exfiltration,T1041,"Exfiltration Over C2 Channel","23.08",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
3,Exfiltration,T1041,"Exfiltration Over C2 Channel",25,CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
239,"Discovery
Credential Access",T1040,"Network Sniffing","0.8","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
127,"Discovery
Credential Access",T1040,"Network Sniffing","0.4","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
7,"Discovery
Credential Access",T1040,"Network Sniffing","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
9,"Discovery
Credential Access",T1040,"Network Sniffing","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a"
280,"Discovery
Credential Access",T1040,"Network Sniffing","0.3","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
74,"Discovery
Credential Access",T1040,"Network Sniffing","0.44","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
4,"Discovery
Credential Access",T1040,"Network Sniffing","18.75",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
178,Collection,T1039,"Data from Network Shared Device","1.7","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
75,Collection,T1039,"Data from Network Shared Device","2.9","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
6,Collection,T1039,"Data from Network Shared Drive","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
187,Collection,T1039,"Data from Network Shared Drive","1.1","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,Collection,T1039,"Data from Network Shared Drive","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
265,"Persistence
Prvilege Escalation","T1037.004","Boot or Logon Initialization Scripts: RC Scripts","0.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
257,"Persistence
Prvilege Escalation","T1037.004","Boot or Logon Initialization Scripts: RC Scripts","0.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
255,"Persistence
Prvilege Escalation","T1037.004","Boot or Logon Initialization Scripts: RC Scripts","0.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
144,"Persistence
Prvilege Escalation","T1037.004","Boot or Logon Initialization Scripts: RC Scripts","0.2","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
311,"Persistence
Prvilege Escalation","T1037.004","Boot or Logon Initialization Scripts: RC Scripts","0.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Persistence
Prvilege Escalation","T1037.004","Boot or Logon Initialization Scripts: RC Scripts","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
311,"Persistence
Prvilege Escalation","T1037.003","Boot or Logon Initialization Scripts: Network Logon Script","0.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
127,"Persistence
Prvilege Escalation","T1037.001","Boot or Logon Initialization Scripts: Logon Scripts (Windows)","0.4","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
311,"Persistence
Prvilege Escalation","T1037.001","Boot or Logon Initialization Scripts: Logon Script","0.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Persistence
Prvilege Escalation","T1037.001","Boot or Logon Initialization Scripts: Logon Script","6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
222,"Persistence
Prvilege Escalation",T1037,"Boot or Logon Initialization Scripts","0.9","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
215,"Persistence
Prvilege Escalation",T1037,"Boot or Logon Initialization Scripts","0.9","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
212,"Persistence
Prvilege Escalation",T1037,"Boot or Logon Initialization Scripts","0.9","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
96,"Persistence
Prvilege Escalation",T1037,"Boot or Logon Initialization Scripts","1.1","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
249,"Persistence
Prvilege Escalation",T1037,"Boot or Logon Initialization Scripts","0.5","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
244,"Defense Evasion","T1036.008","Masquerading: Masquerade File Type","0.8","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
7,"Defense Evasion","T1036.008","Masquerading: Masquerade File Type","14.29",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a"
280,"Defense Evasion","T1036.007","Masquerading: Double File Extension","0.3","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
245,"Defense Evasion","T1036.005","Masquerading: Match Legitimate Name or Location","0.8","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
6,"Defense Evasion","T1036.005","Masquerading: Match Legitimate Name or Location","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
8,"Defense Evasion","T1036.005","Masquerading: Match Legitimate Name or Location","10.71",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
9,"Defense Evasion","T1036.005","Masquerading: Match Legitimate Name or Location","7.9","Red Canary",2022,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf"
230,"Defense Evasion","T1036.005","Masquerading: Match Legitimate Name or Location","0.6","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
4,"Defense Evasion","T1036.005","Masquerading: Match Legitimate Name or Location","21.43",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
130,"Defense Evasion","T1036.005","Masquerading: Match Legitimate Name or Location","0.2","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
4,"Defense Evasion","T1036.005","Masquerading: Match Legitimate Name or Location","18.75",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
7,"Defense Evasion","T1036.004","Masquerading: Masquerade Task or Service","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
10,"Defense Evasion","T1036.004","Masquerading: Masquerade Task or Service","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a"
6,"Defense Evasion","T1036.004","Masquerading: Masquerade Task or Service","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
348,"Defense Evasion","T1036.003","Masquerading: Rename System Utilities","0.2","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
10,"Defense Evasion","T1036.003","Masquerading: Rename System Utilities","8.4","Red Canary",2024,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2024ThreatDetectionReport_RedCanary.pdf?version=0"
9,"Defense Evasion","T1036.003","Masquerading: Rename System Utilities",18,"Red Canary",2023,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2023_ThreatDetectionReport_RedCanary.pdf"
9,"Defense Evasion","T1036.003","Masquerading: Rename System Utilities","15.6","Red Canary",2022,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf"
280,"Defense Evasion","T1036.003","Masquerading: Rename System Utilities","0.3","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
105,"Defense Evasion","T1036.003","Masquerading: Rename System Utilities","0.7","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
99,"Defense Evasion","T1036.001","Masquerading: Invalid Code Signature","6.8","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
115,"Defense Evasion","T1036.001","Masquerading: Invalid Code Signature","0.5","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
55,"Defense Evasion",T1036,Masquerading,"11.8","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
6,"Defense Evasion",T1036,Masquerading,"18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
7,"Defense Evasion",T1036,Masquerading,"14.29",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a"
9,"Defense Evasion",T1036,Masquerading,"22.1","Red Canary",2022,Private,"https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf"
145,"Defense Evasion",T1036,Masquerading,"3.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
6,"Defense Evasion",T1036,Masquerading,"4.05","CTID Sightings",2022,Private,"https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf"
5,"Defense Evasion",T1036,Masquerading,"14.29",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
10,"Defense Evasion",T1036,Masquerading,4,"Red Canary",2021,Private,"https://falksangdata.no/wp-content/uploads/2021/06/RedCanary-2021-Threat-Detection-Report.pdf"
87,"Defense Evasion",T1036,Masquerading,"1.5","M-Trends",2021,Private,"https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf"
6,"Defense Evasion",T1036,Masquerading,"7.69",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
6,"Defense Evasion",T1036,Masquerading,7,"Red Canary",2020,Private,"https://issa-centralmd.org/wp-content/uploads/2021-01-27-Red-Canary-Threat-Detection-Report.pdf"
69,"Defense Evasion",T1036,Masquerading,"0.88","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
6,"Defense Evasion",T1036,Masquerading,"6.25",CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
6,Discovery,T1033,"System Owner/User Discovery","31.7","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
16,Discovery,T1033,"System Owner / User Discovery","22.5","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
6,Discovery,T1033,"System Owner/User Discovery","18.18",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
5,Discovery,T1033,"System Owner/User Discovery","21.43",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a"
25,Discovery,T1033,"System Owner/User Discovery","18.9","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
4,Discovery,T1033,"System Owner/User Discovery","21.43",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
5,Discovery,T1033,"System Owner/User Discovery","15.38",CISA,2021,Public,"https://www.cisa.gov/uscert/ncas/alerts/2021"
27,Discovery,T1033,"System Owner/User Discovery","5.29","M-Trends",2020,Private,"https://www.mandiant.com/sites/default/files/2021-09/mtrends-2020.pdf"
3,Discovery,T1033,"System Owner/User Discovery",25,CISA,2020,Public,"https://www.cisa.gov/uscert/ncas/alerts/2020"
144,Exfiltration,T1030,"Data Transfer Size Limits","0.2","M-Trends",2023,Private,"https://mandiant.widen.net/s/ztzxqs9qmh/m-trends-2023-report"
10,Exfiltration,T1030,"Data Transfer Size Limits","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a"
311,Exfiltration,T1030,"Data Transfer Size Limits","0.2","M-Trends",2022,Private,"https://www.mandiant.com/media/15671"
10,Exfiltration,T1029,"Schedule Transfer","3.57",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a"
6,Exfiltration,T1029,"Schedule Transfer","7.14",CISA,2022,Public,"https://www.cisa.gov/uscert/ncas/alerts/2022"
119,"Defense Evasion","T1027.010","Obfuscated Files or Information: Command Obfuscation","3.9","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
7,"Defense Evasion","T1027.010","Obfuscated Files or Information: Command Obfuscation","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
67,"Defense Evasion","T1027.009","Obfuscated Files or Information: Embedded Payloads","9.6","M-Trends",2024,Private,"https://services.google.com/fh/files/misc/m-trends-2024.pdf"
7,"Defense Evasion","T1027.009","Embedded Payloads","9.09",CISA,2024,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories"
9,"Defense Evasion","T1027.009","Obfuscated Files or Information: Embedded Payloads","7.14",CISA,2023,Public,"https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a"
